,time,marital,religious_attendance,age,gender,race,education,evangelical,political_views,affiliation,state,latino,intend_to_vote,registered_to_vote,preferred_candidate,vote_today_candidate,hc_pref,dt_pref,gj_pref,js_pref,id
366,2016/10/26 8:31:20 PM EST,Living with a partner,Never,30,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Kentucky,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,366
367,2016/10/26 8:31:22 PM EST,Never been married,A few times a year,22,Male,Asian or Asian-American,Some college attendence,No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,Satisfied,Neutral,367
368,2016/10/26 8:31:34 PM EST,Never been married,Seldom,31,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Something else,California,No,Not very likely,I'm not registered to vote,Hillary Clinton (Democrat),bernie,Satisfied,Neutral,Neutral,Neutral,368
369,2016/10/26 8:32:03 PM EST,Never been married,Seldom,40,Female,Latin American/Hispanic,Four year college degree/bachelor’s degree,Yes,Moderate,Republican,New York,Yes,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,I have no preference about this candidate,I have no preference about this candidate,369
370,2016/10/26 8:32:10 PM EST,Never been married,Never,33,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Moderate,Independent,Maryland,No,Yes,I'm absolutely certain that I'm registered to vote,Bernie Sanders,Hillary Clinton (Democrat),Neutral,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,370
371,2016/10/26 8:32:17 PM EST,Married,Never,53,Female,White,Some college attendence,No,Moderate,Independent,Texas,No,Not very likely,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Very dissatisfied,Neutral,Neutral,Neutral,371
372,2016/10/26 8:32:28 PM EST,Never been married,Once a week,29,Male,White,Four year college degree/bachelor’s degree,Yes,Very conservative,Republican,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Donald Trump (Republican),Very dissatisfied,Satisfied,Satisfied,Dissatisfied,372
373,2016/10/26 8:32:48 PM EST,Married,Never,30,Female,White,Some college attendence,No,I can't place myself on this spectrum,Something else,Michigan,No,Probably,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Neutral,Very dissatisfied,Very satisfied,Neutral,373
374,2016/10/26 8:33:28 PM EST,Never been married,Never,27,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,California,No,Probably,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Neutral,Neutral,I have no preference about this candidate,374
375,2016/10/26 8:33:30 PM EST,Married,Seldom,42,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Florida,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,375
376,2016/10/26 8:33:48 PM EST,Never been married,Never,43,Male,Black or African-American,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Neutral,376
377,2016/10/26 8:34:01 PM EST,Never been married,A few times a year,19,Male,Asian or Asian-American,High school graduate or GED,No,Very liberal,Democrat,Pennsylvania,No,No,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Very dissatisfied,Very dissatisfied,377
378,2016/10/26 8:34:22 PM EST,Married,Never,28,Male,White,"Some postgraduate or professional schooling, no postgraduate degree",No,Liberal,Democrat,Oregon,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Satisfied,378
379,2016/10/26 8:34:34 PM EST,Never been married,Never,34,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,Illinois,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Satisfied,379
380,2016/10/26 8:34:48 PM EST,Never been married,Never,18,Male,White,Some college attendence,No,I can't place myself on this spectrum,Independent,California,No,Not very likely,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Neutral,I have no preference about this candidate,I have no preference about this candidate,380
381,2016/10/26 8:35:02 PM EST,Living with a partner,Never,27,Female,White,High school graduate or GED,No,Moderate,Independent,Pennsylvania,No,Not very likely,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Satisfied,381
382,2016/10/26 8:35:02 PM EST,Never been married,Never,28,Male,Asian or Asian-American,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Very satisfied,Very satisfied,382
383,2016/10/26 8:35:07 PM EST,Married,More than once a week,23,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Idaho,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Dissatisfied,383
384,2016/10/26 8:35:09 PM EST,Never been married,Never,35,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Hawaii,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Dissatisfied,384
385,2016/10/26 8:35:22 PM EST,Living with a partner,Never,28,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Connecticut,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Neutral,Very satisfied,385
386,2016/10/26 8:36:10 PM EST,Never been married,Seldom,27,Male,White,Some college attendence,No,Liberal,Democrat,Washington,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Satisfied,386
387,2016/10/26 8:36:17 PM EST,Never been married,Never,41,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Virginia,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,Very satisfied,Dissatisfied,387
388,2016/10/26 8:36:47 PM EST,Never been married,Never,28,Male,White,Some college attendence,No,Very liberal,Something else,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,Very dissatisfied,Satisfied,388
389,2016/10/26 8:36:48 PM EST,Never been married,Never,29,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,South Carolina,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Neutral,389
390,2016/10/26 8:36:52 PM EST,Divorced,Never,56,Female,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Virginia,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Satisfied,Dissatisfied,390
391,2016/10/26 8:37:21 PM EST,Never been married,Never,31,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Connecticut,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,391
392,2016/10/26 8:37:25 PM EST,Never been married,Never,28,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Dissatisfied,392
393,2016/10/26 8:37:54 PM EST,Married,Never,46,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,Washington,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Satisfied,393
394,2016/10/26 8:38:46 PM EST,Never been married,Seldom,50,Female,White,Some college attendence,No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,394
395,2016/10/26 8:38:50 PM EST,Never been married,A few times a year,23,Female,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Something else,California,No,Not very likely,"I'm probably registered to vote, but there's a chance my registration has lasped",Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Dissatisfied,Neutral,Neutral,395
396,2016/10/26 8:38:51 PM EST,Married,Never,33,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,I can't place myself on this spectrum,Something else,Pennsylvania,No,Not very likely,I'm not registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Neutral,Neutral,396
397,2016/10/26 8:38:52 PM EST,Never been married,Never,26,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Independent,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Neutral,Very dissatisfied,Very dissatisfied,Satisfied,397
398,2016/10/26 8:38:54 PM EST,Never been married,Never,37,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Neutral,Very dissatisfied,Very satisfied,Satisfied,398
399,2016/10/26 8:39:08 PM EST,Married,Once a week,40,Female,White,Four year college degree/bachelor’s degree,Yes,Conservative,Republican,Mississippi,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Dissatisfied,Dissatisfied,399
400,2016/10/26 8:39:11 PM EST,Never been married,Never,30,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Maine,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Dissatisfied,400
401,2016/10/26 8:39:12 PM EST,Never been married,Never,60,Male,White,Some college attendence,No,Very liberal,Democrat,Michigan,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Neutral,401
402,2016/10/26 8:39:12 PM EST,Never been married,Seldom,27,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Missouri,No,Probably,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Dissatisfied,402
403,2016/10/26 8:39:21 PM EST,Married,Once a week,40,Male,White,Some college attendence,Yes,Liberal,Democrat,Mississippi,No,Yes,I'm absolutely certain that I'm registered to vote,Darrell Castle,Darrell Castle,Very dissatisfied,Very dissatisfied,Neutral,Satisfied,403
404,2016/10/26 8:39:36 PM EST,Never been married,Once or twice a month,22,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Pennsylvania,No,Probably,"I'm probably registered to vote, but there's a chance my registration has lasped",Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Very dissatisfied,Neutral,Neutral,404
405,2016/10/26 8:39:54 PM EST,Living with a partner,Seldom,23,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Independent,Iowa,No,Probably,I'm not registered to vote,Hillary Clinton (Democrat),Donald Trump (Republican),Very dissatisfied,Satisfied,I have no preference about this candidate,I have no preference about this candidate,405
406,2016/10/26 8:40:13 PM EST,Married,Never,28,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,Minnesota,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Neutral,406
407,2016/10/26 8:40:23 PM EST,Married,Never,27,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,Dissatisfied,407
408,2016/10/26 8:40:36 PM EST,Never been married,Never,51,Male,Asian or Asian-American,Some college attendence,No,Liberal,Democrat,Oregon,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,408
409,2016/10/26 8:41:23 PM EST,Married,A few times a year,30,Female,Latin American/Hispanic,Four year college degree/bachelor’s degree,No,Liberal,Democrat,New Jersey,Yes,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,409
410,2016/10/26 8:41:23 PM EST,Married,Never,37,Female,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Georgia,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Neutral,410
411,2016/10/26 8:41:25 PM EST,Living with a partner,Never,32,Male,White,Some college attendence,No,Very liberal,Something else,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Very dissatisfied,Very dissatisfied,Very satisfied,Very satisfied,411
412,2016/10/26 8:41:29 PM EST,Never been married,Once a week,21,Female,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,412
413,2016/10/26 8:42:26 PM EST,Never been married,Never,26,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Satisfied,413
414,2016/10/26 8:42:57 PM EST,Living with a partner,A few times a year,27,Male,White,Some college attendence,No,Very conservative,Republican,Texas,Yes,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,414
415,2016/10/26 8:43:38 PM EST,Divorced,Never,31,Male,White,High school graduate or GED,No,Liberal,Independent,Colorado,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Very dissatisfied,Very dissatisfied,Satisfied,Very satisfied,415
416,2016/10/26 8:44:01 PM EST,Separated,Never,25,Female,White,Four year college degree/bachelor’s degree,No,Liberal,Independent,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Dissatisfied,Very dissatisfied,Satisfied,Very satisfied,416
417,2016/10/26 8:44:10 PM EST,Never been married,A few times a year,34,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Texas,No,Not very likely,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,I have no preference about this candidate,417
418,2016/10/26 8:44:26 PM EST,Married,Never,37,Female,White,Some college attendence,No,Moderate,Something else,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Dissatisfied,Very satisfied,Dissatisfied,418
419,2016/10/26 8:44:36 PM EST,Married,Never,28,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Neutral,419
420,2016/10/26 8:44:51 PM EST,Married,Seldom,34,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,420
421,2016/10/26 8:45:14 PM EST,Married,Never,37,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Democrat,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Dissatisfied,Neutral,Neutral,421
422,2016/10/26 8:45:26 PM EST,Married,Once or twice a month,50,Male,White,Four year college degree/bachelor’s degree,Yes,Conservative,Republican,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Neutral,Dissatisfied,422
423,2016/10/26 8:45:32 PM EST,Never been married,Seldom,21,Male,Latin American/Hispanic,Some college attendence,No,Liberal,Democrat,California,Yes,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,423
424,2016/10/26 8:45:51 PM EST,Married,Seldom,32,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,I have no preference about this candidate,424
425,2016/10/26 8:46:07 PM EST,Living with a partner,Once a week,26,Male,White,Four year college degree/bachelor’s degree,No,Conservative,Republican,Tennessee,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,Dissatisfied,425
426,2016/10/26 8:46:19 PM EST,Never been married,Never,54,Female,White,High school graduate or GED,No,Moderate,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,426
427,2016/10/26 8:46:24 PM EST,Married,Seldom,24,Male,Asian or Asian-American,Some college attendence,No,Moderate,Democrat,Colorado,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Dissatisfied,Dissatisfied,Neutral,Neutral,427
428,2016/10/26 8:46:30 PM EST,Never been married,Seldom,27,Male,White,Four year college degree/bachelor’s degree,Yes,Conservative,Independent,Massachusetts,No,Probably,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),a write in,Very dissatisfied,Dissatisfied,Neutral,Very dissatisfied,428
429,2016/10/26 8:47:29 PM EST,Separated,Never,47,Male,White,Some college attendence,No,Liberal,Democrat,Washington,No,No,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,429
430,2016/10/26 8:47:55 PM EST,Married,Never,22,Female,White,Some college attendence,No,Liberal,Republican,New York,Yes,Probably,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Donald Trump (Republican),Very dissatisfied,Satisfied,I have no preference about this candidate,Satisfied,430
431,2016/10/26 8:48:21 PM EST,Never been married,Never,22,Male,Latin American/Hispanic,Some college attendence,No,Moderate,Independent,Nevada,Yes,Not very likely,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Dissatisfied,I have no preference about this candidate,I have no preference about this candidate,431
432,2016/10/26 8:48:23 PM EST,Living with a partner,Never,25,Female,White,Some college attendence,No,Very liberal,Democrat,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Very dissatisfied,Very satisfied,Very dissatisfied,432
433,2016/10/26 8:48:23 PM EST,Never been married,A few times a year,51,Male,White,High school graduate or GED,Yes,Very conservative,Republican,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,Very dissatisfied,433
434,2016/10/26 8:48:27 PM EST,Never been married,Seldom,54,Female,White,Four year college degree/bachelor’s degree,No,Conservative,Republican,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Neutral,Neutral,Neutral,434
435,2016/10/26 8:48:53 PM EST,Married,Never,44,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,435
436,2016/10/26 8:49:00 PM EST,Never been married,Seldom,30,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,New York,No,Not very likely,"I'm probably registered to vote, but there's a chance my registration has lasped",Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,436
437,2016/10/26 8:49:12 PM EST,Never been married,Never,34,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Independent,New York,No,Not very likely,"I'm probably registered to vote, but there's a chance my registration has lasped",Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Neutral,I have no preference about this candidate,I have no preference about this candidate,437
438,2016/10/26 8:49:24 PM EST,Never been married,Never,24,agender,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Neutral,Neutral,438
439,2016/10/26 8:49:56 PM EST,Married,More than once a week,25,Male,White,Four year college degree/bachelor’s degree,Yes,Moderate,Independent,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,Neutral,439
440,2016/10/26 8:49:59 PM EST,Married,Once a week,59,Female,White,Some college attendence,No,Liberal,Democrat,Massachusetts,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Dissatisfied,Neutral,Neutral,440
441,2016/10/26 8:49:59 PM EST,Married,Never,32,Male,White,Some college attendence,Yes,Liberal,Democrat,Louisiana,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,441
442,2016/10/26 8:50:00 PM EST,Married,A few times a year,42,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Moderate,Independent,Utah,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Very dissatisfied,Very satisfied,Dissatisfied,442
443,2016/10/26 8:50:39 PM EST,Married,Never,53,Male,White,Some college attendence,No,Very liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Very dissatisfied,Neutral,443
444,2016/10/26 8:51:06 PM EST,Married,Once or twice a month,50,Male,Black or African-American,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Yes,Conservative,Republican,New Jersey,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Dissatisfied,444
445,2016/10/26 8:51:11 PM EST,Never been married,Never,33,Male,White,Some college attendence,No,Very liberal,Independent,Ohio,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Satisfied,445
446,2016/10/26 8:51:24 PM EST,Divorced,Once a week,37,Male,Latin American/Hispanic,"Some postgraduate or professional schooling, no postgraduate degree",No,Very conservative,Democrat,Texas,Yes,Yes,"I'm probably registered to vote, but there's a chance my registration has lasped",Donald Trump (Republican),Hillary Clinton (Democrat),Very dissatisfied,Dissatisfied,Satisfied,Very dissatisfied,446
447,2016/10/26 8:51:26 PM EST,Never been married,Never,24,Male,Asian or Asian-American,Some college attendence,No,Moderate,Independent,Ohio,No,Not very likely,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,447
448,2016/10/26 8:51:39 PM EST,Married,Once or twice a month,33,Male,White,Four year college degree/bachelor’s degree,No,Conservative,Republican,Indiana,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Satisfied,Dissatisfied,448
449,2016/10/26 8:52:29 PM EST,Married,Never,34,Female,Black or African-American,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,449
450,2016/10/26 8:52:49 PM EST,Never been married,Seldom,24,Male,Latin American/Hispanic,Four year college degree/bachelor’s degree,No,Moderate,Democrat,Texas,Yes,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very satisfied,Satisfied,450
451,2016/10/26 8:53:08 PM EST,Never been married,Never,25,Male,White,Some college attendence,No,I can't place myself on this spectrum,Independent,Nebraska,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,451
452,2016/10/26 8:53:12 PM EST,Married,Once or twice a month,42,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Conservative,Republican,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Dissatisfied,Very dissatisfied,452
453,2016/10/26 8:53:59 PM EST,Married,Seldom,46,Male,White,Some college attendence,No,I can't place myself on this spectrum,Republican,Rhode Island,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Satisfied,Dissatisfied,453
454,2016/10/26 8:54:00 PM EST,Married,Seldom,36,Female,White,Some college attendence,No,I can't place myself on this spectrum,Republican,Rhode Island,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Satisfied,Dissatisfied,454
455,2016/10/26 8:54:13 PM EST,Never been married,Seldom,40,Male,Black or African-American,Some college attendence,Yes,Very liberal,Democrat,Georgia,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,455
